gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,RevenueRisk,PredictedChurn
1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,76.05,2747.2,2661.75,0
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,890.5,907.1,0
0,0,1,1,42,1,0,1,0,0,2,0,2,2,0,1,2,92.15,3875.4,3870.3,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,19.75,0
0,0,0,0,61,1,2,0,2,0,2,2,2,2,2,0,1,86.45,5175.3,5273.45,0
0,0,0,0,72,1,0,0,2,2,2,2,0,2,2,1,1,73.0,5265.2,5256.0,0
0,0,1,0,15,1,0,2,1,1,1,1,1,1,0,0,1,20.45,330.8,306.75,0
1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,299.7,297.6,1
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.0,211.95,220.0,0
0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,1247.75,1279.8,0
0,0,1,0,62,1,2,1,0,0,2,0,2,2,0,1,2,101.35,6164.7,6283.7,0
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.4,154.8,140.8,1
0,1,1,0,25,1,0,1,0,2,2,0,0,2,0,0,0,88.4,2191.15,2210.0,0
1,0,0,0,15,1,2,1,2,0,0,0,2,2,0,1,2,99.7,1566.75,1495.5,1
1,0,0,0,72,1,2,0,0,2,2,2,2,2,2,1,0,88.6,6201.95,6379.2,0
1,0,0,0,21,1,0,0,2,0,2,0,2,0,0,0,0,65.35,1424.4,1372.35,0
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1641.8,1673.25,0
0,0,1,0,48,1,0,1,0,0,2,2,2,2,0,1,1,100.05,4834.0,4802.4,0
1,0,1,1,32,0,1,0,0,0,2,0,2,2,0,0,1,50.6,1653.45,1619.2,0
1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,69.7,516.15,487.90000000000003,0
0,0,1,0,57,1,2,0,0,2,2,2,2,0,1,0,0,74.6,4368.95,4252.2,0
0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,390.85,362.7,0
1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,389.8,357.5,0
0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,155.8,161.2,1
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,74.3,74.3,74.3,0
0,1,0,0,52,1,2,0,2,0,2,0,0,0,2,0,0,59.85,3103.25,3112.2000000000003,0
0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95,991.6500000000001,1
0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3505.1,3474.2,0
0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,2931.0,2982.4,1
0,0,1,1,3,1,2,0,0,2,2,0,2,0,0,1,0,69.15,235.0,207.45000000000002,1
1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,7133.25,6930.0,0
1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,96.05,1148.1,1152.6,1
1,0,0,0,19,0,1,0,0,0,2,0,2,0,0,1,2,39.65,733.35,753.35,1
1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,6511.25,6606.75,0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,20.0,198.7,200.0,0
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,3217.65,3212.8,1
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,402.6,455.5,0
1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4818.8,4870.4,0
1,0,1,1,4,0,1,0,2,0,0,0,2,0,0,0,1,38.55,156.1,154.2,0
1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,19.45,754.5,700.1999999999999,0
1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05,408.4,0
1,0,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,91.05,2871.5,2913.6,0
0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,3,24.4,36.55,48.8,0
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,471.35,443.7,0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1078.75,1045.2,0
0,0,1,0,24,1,2,0,2,2,2,0,0,0,0,0,3,66.3,1559.45,1591.1999999999998,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,55.25,55.25,1
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.4,168.65,135.79999999999998,0
0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,100.15,908.55,801.2,1
0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5,982.8000000000001,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,1,19.3,259.65,250.9,0
1,0,1,1,40,1,2,1,2,2,0,2,2,2,0,1,1,110.1,4469.1,4404.0,0
0,0,1,0,63,1,0,1,2,0,2,0,0,0,1,1,1,81.15,5224.5,5112.450000000001,0
1,0,1,0,17,1,2,1,0,2,0,0,0,0,0,1,0,80.5,1336.9,1368.5,0
0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1564.4,1650.1499999999999,1
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,2,45.05,523.1,540.5999999999999,0
0,0,1,1,43,1,2,2,1,1,1,1,1,1,1,1,0,24.45,993.15,1051.35,0
0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0,1527.35,1620.0,0
1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,25.6,901.25,896.0,0
0,0,1,1,42,1,2,1,0,0,0,0,2,2,0,1,2,94.2,4186.3,3956.4,0
0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,89.65,5308.7,5468.650000000001,0
0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3692.85,3726.45,0
1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1852.85,1729.35,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,20.75,20.75,0
0,0,1,1,58,0,1,0,2,0,2,2,2,2,2,0,3,59.75,3624.35,3465.5,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,20.25,1
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1050.5,1033.5,0
0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,692.1,618.75,0
0,0,1,0,64,1,2,0,0,0,2,2,0,0,1,0,0,58.35,3756.45,3734.4,0
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15,60.15,1
1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65,277.4,0
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,167.2,152.5,0
0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,95.1,4060.55,4184.4,0
1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,3066.45,3206.9500000000003,0
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,183.75,174.3,1
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,116.05,8297.5,8239.55,0
0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2,6141.599999999999,0
0,0,1,1,56,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3815.4,3850.0,0
1,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.1,533.9,482.40000000000003,0
0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,2,49.8,1049.05,1095.6,1
1,0,1,0,33,1,2,0,2,2,2,0,2,0,0,1,0,72.75,2447.45,2400.75,0
1,0,0,0,54,1,2,0,2,0,2,2,2,2,2,0,0,87.1,4735.2,4703.4,0
1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,505.9,521.3000000000001,0
1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,1199.4,1251.0,0
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,36.45,1
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,1194.3,1162.4,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,49.75,49.75,49.75,0
1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,1,19.7,509.3,531.9,0
0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,1534.75,1600.0,1
1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1924.1,1933.75,0
0,0,1,1,36,1,2,1,0,2,2,0,2,0,0,1,0,97.35,3457.9,3504.6,0
1,1,1,0,37,1,2,1,0,0,0,0,2,2,0,1,2,92.5,3473.4,3422.5,1
1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,5265.5,5095.0,0
1,0,0,1,29,0,1,0,2,2,2,2,0,0,0,1,3,45.0,1242.45,1305.0,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,69.25,1
0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,4102.0,0
0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,446.05,415.75,1
0,0,1,1,20,1,2,0,2,0,0,0,2,2,1,0,0,76.0,1588.75,1520.0,0
0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,20.05,669.45,661.65,0
1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2431.95,2494.8,0
1,0,1,0,62,1,0,0,0,2,2,2,0,0,2,1,1,60.15,3753.2,3729.2999999999997,0
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,1,3,19.8,1311.3,1326.6000000000001,0
1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.45,4641.1,4640.400000000001,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1718.2,1687.05,0
0,0,0,1,49,1,0,2,1,1,1,1,1,1,2,0,1,20.45,1024.65,1002.05,0
1,1,0,0,35,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,2555.0,0
0,0,1,1,69,1,2,1,0,2,2,0,2,2,0,1,2,103.95,7446.9,7172.55,0
0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,4689.5,4641.2,0
0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,1,1,71.1,4299.2,4123.799999999999,0
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.65,70.65,70.65,1
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,265.45,240.60000000000002,0
1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1357.1,1356.3,0
0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,3,51.3,419.35,359.09999999999997,0
0,1,1,0,54,1,2,1,2,2,2,2,2,2,1,1,0,115.6,6431.05,6242.4,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1322.85,1436.3999999999999,0
1,0,1,0,42,1,2,1,0,0,2,2,2,2,0,1,0,106.15,4512.7,4458.3,1
0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4,148.8,1
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,46.0,492.1,460.0,0
0,0,1,0,58,1,2,1,2,2,2,0,2,2,2,1,0,109.45,6144.55,6348.1,0
0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6,422.3,437.40000000000003,0
0,0,0,0,32,1,2,1,0,0,0,0,2,0,1,0,2,84.05,2781.85,2689.6,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,20.95,109.5,125.69999999999999,0
1,1,1,0,50,1,2,1,2,0,2,0,2,2,2,1,1,105.05,5163.3,5252.5,0
1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1123.15,1182.75,0
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,1,25.05,1171.5,1202.4,0
0,0,0,0,56,1,0,1,0,2,0,0,0,0,0,1,2,73.85,4092.85,4135.599999999999,0
0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,6886.25,6897.650000000001,0
1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05,4176.7,4143.45,0
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1676.95,1820.45,0
1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,3,20.1,85.1,100.5,0
1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,2177.45,2226.25,0
1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55,806.8,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.25,74.25,74.25,1
0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,2,75.35,338.1,301.4,1
0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0,4213.9,4125.0,0
0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,49.55,49.55,0
0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,20.65,958.1,867.3,0
1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,3168.75,3200.0,0
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,189.45,196.0,0
1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,88.8,88.8,88.8,1
0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,1287.85,1266.75,0
0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,1597.4,1578.2,0
0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,2,109.5,7674.55,7665.0,0
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,917.6999999999999,0
0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,611.65,592.8,0
1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,896.75,967.2,1
0,0,0,0,12,1,0,1,2,0,0,0,2,0,1,1,1,85.15,979.05,1021.8000000000001,0
0,0,1,1,65,1,2,1,2,0,2,0,2,2,2,1,1,104.3,6725.3,6779.5,0
1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,169.05,147.45,1
0,0,0,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.9,601.55,636.8,0
1,1,1,0,44,0,1,0,0,2,0,0,0,0,0,1,2,30.35,1359.7,1335.4,0
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65,49.65,0
0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1938.05,2024.3999999999999,0
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,8082.0,0
1,0,1,0,61,0,1,0,2,0,2,2,2,2,2,1,3,62.15,3778.85,3791.15,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,19.75,0
1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,2317.1,2389.2,0
1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,1503.5,0
0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8,196.75,198.0,0
0,0,0,0,58,1,0,1,2,2,2,0,2,2,1,1,2,106.45,6145.85,6174.1,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0,76.0,1
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,114.0,8175.9,8094.0,0
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,51.25,51.25,1
1,0,0,0,20,1,2,0,0,2,0,2,2,0,1,1,2,68.7,1416.2,1374.0,0
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,78.45,78.45,1
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,3,44.4,348.15,399.59999999999997,1
1,0,1,0,70,1,0,1,2,2,2,2,0,2,2,0,1,101.0,7085.5,7070.0,0
0,0,1,1,53,1,0,0,0,0,2,0,0,2,1,0,1,60.6,3297.0,3211.8,0
1,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,0,19.45,159.2,155.6,0
0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.4,348.8,380.4,0
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4,1340.3,0
0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3545.1,3546.15,0
0,0,1,1,55,1,2,1,2,2,0,0,0,0,0,1,2,85.1,4600.95,4680.5,0
1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,7432.05,7319.400000000001,0
1,0,0,1,31,1,2,0,0,2,0,2,2,2,1,1,3,79.45,2587.7,2462.9500000000003,0
1,0,1,0,32,1,2,1,0,0,0,2,0,0,1,1,2,79.25,2619.15,2536.0,0
1,0,1,1,65,1,0,0,2,0,0,2,2,2,2,1,0,74.8,4820.15,4862.0,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,45.1,45.1,1
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.25,109.8,101.25,0
1,0,1,1,17,1,2,0,0,2,2,2,0,0,0,1,3,66.7,1077.05,1133.9,0
1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,467.15,518.6999999999999,0
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1311.75,1336.6499999999999,0
1,0,0,0,40,1,0,0,2,0,2,0,0,2,0,0,2,67.45,2731.0,2698.0,0
0,0,0,1,72,1,0,2,1,1,1,1,1,1,2,1,3,19.75,1567.0,1422.0,0
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,47.8,92.45,95.6,1
1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,294.45,315.0,1
1,0,0,0,17,1,0,0,2,2,0,0,0,0,1,0,3,56.1,946.95,953.7,0
1,0,0,0,66,1,2,1,2,2,2,2,2,2,1,1,0,114.3,7383.7,7543.8,0
1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,6145.2,6005.45,0
1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,788.35,778.6999999999999,0
0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,717.5,734.45,0
0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,2025.3999999999999,0
0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,936.7,957.5999999999999,0
0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.3,55.3,55.3,1
1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,29.8,220.45,208.6,0
0,0,0,0,62,1,2,1,2,2,2,0,0,0,1,1,2,92.05,5755.8,5707.099999999999,0
1,0,1,1,27,1,2,1,2,2,0,2,2,0,0,0,2,100.75,2793.55,2720.25,0
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,1,3,23.8,903.8,928.2,0
1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,62.05,118.3,124.1,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,41.3,0
1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15,4548.599999999999,0
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1730.35,1745.6999999999998,1
1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,3369.05,3396.0,0
1,0,1,1,49,1,2,1,0,0,0,2,2,2,1,1,2,97.95,4917.9,4799.55,0
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,483.7,484.54999999999995,0
0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3,803.3,749.6999999999999,1
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,3,91.05,6293.75,6464.55,0
0,0,0,0,60,1,0,1,2,0,2,2,2,2,0,1,0,104.95,6236.75,6297.0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,927.15,887.0,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,8220.4,8323.199999999999,0
1,0,1,0,52,1,2,1,2,0,2,2,0,0,2,1,1,91.6,4627.8,4763.2,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,6441.85,6523.2,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,19.55,389.25,351.90000000000003,0
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,68.95,351.5,344.75,1
1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,0,1,114.75,7842.3,8032.5,0
1,0,0,0,50,0,1,0,2,2,0,0,0,0,0,1,3,35.0,1782.4,1750.0,0
1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,4237.5,4302.8,0
1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,4226.7,4263.900000000001,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0,20.0,0
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,20.05,237.7,220.55,0
0,0,1,0,37,1,2,0,0,2,0,2,0,2,1,0,3,72.1,2658.4,2667.7,0
1,0,1,0,48,1,0,2,1,1,1,1,1,1,2,0,3,19.25,855.1,924.0,0
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,526.95,523.8,0
0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,4844.0,0
1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,54.55,494.05,490.95,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,43.95,43.95,43.95,0
0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05,80.05,1
0,0,0,0,38,1,2,1,0,0,2,2,2,2,0,1,2,103.65,3988.5,3938.7000000000003,0
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,786.3,750.5,0
0,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,110.5,7752.05,7735.0,0
1,0,1,0,29,0,1,0,0,0,0,0,2,2,0,1,2,45.9,1332.4,1331.1,0
1,1,0,0,42,1,2,1,0,2,0,0,0,0,0,1,0,79.35,3344.1,3332.7,0
0,0,0,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,498.1,474.0,0
1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,1,1,80.55,1411.65,1449.8999999999999,1
1,0,1,1,72,1,2,1,0,2,2,0,2,2,1,1,1,104.45,7459.0,7520.400000000001,0
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,3181.8,3171.0,0
0,0,1,1,54,1,0,0,2,0,2,2,0,2,2,0,0,69.95,3871.85,3777.3,0
1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,3958.2,3917.6000000000004,0
1,1,1,0,70,1,2,1,0,2,2,0,2,2,0,1,2,102.95,7101.5,7206.5,0
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,87.95,6365.35,6244.45,0
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1119.9,1108.8,0
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,1532.45,1634.0,1
0,1,0,0,59,1,2,1,2,2,2,0,0,0,0,1,2,89.75,5496.9,5295.25,0
1,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,3,19.4,1061.6,1105.8,0
0,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,20.2,558.8,585.8,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1681.6,1735.95,0
0,1,0,1,30,1,2,1,0,0,0,2,2,2,0,1,2,101.3,2974.5,3039.0,1
1,0,0,0,29,1,0,0,2,2,0,2,0,0,1,1,2,58.75,1696.2,1703.75,0
1,0,0,0,21,1,0,0,0,0,2,0,0,2,0,0,3,61.65,1393.6,1294.6499999999999,0
0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,25.1,611.45,577.3000000000001,0
1,0,1,1,8,1,0,0,2,0,0,0,0,0,0,1,1,51.3,411.6,410.4,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.8,18.8,18.8,0
1,0,1,1,9,1,0,0,0,2,0,2,0,0,0,0,3,54.8,452.8,493.2,0
1,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1036.75,1049.3,0
1,0,0,0,29,0,1,0,0,2,0,2,0,0,0,0,2,34.3,1004.75,994.6999999999999,0
1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,110.3,7966.9,7941.599999999999,0
1,1,1,0,35,1,2,1,0,0,2,0,0,0,1,1,0,81.6,2815.25,2856.0,0
1,0,0,0,62,1,0,0,0,2,2,2,2,2,0,1,0,80.4,4981.15,4984.8,0
0,1,1,0,60,0,1,0,0,2,0,0,2,2,2,1,1,49.45,2907.55,2967.0,0
0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,5436.45,5399.55,0
0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,4454.25,4473.099999999999,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2,19.2,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.75,39.3,39.5,0
0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,96.05,1740.7,1728.8999999999999,1
0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,2,25.2,321.05,277.2,0
0,1,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,78.5,5602.25,5652.0,0
1,0,1,1,51,1,2,1,0,2,0,2,0,0,1,0,0,84.2,4299.75,4294.2,0
0,0,1,1,21,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1565.7,1555.05,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,20.2,0
0,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,88.95,355.2,355.8,1
0,1,1,0,60,1,0,1,2,2,2,2,2,2,2,1,0,110.0,6668.35,6600.0,0
0,0,0,0,8,1,0,0,2,0,0,2,0,0,1,0,0,54.25,447.75,434.0,0
0,0,1,1,57,1,2,1,0,2,0,0,2,2,0,1,2,100.6,5611.7,5734.2,0
1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,1,1,24.8,321.7,347.2,0
0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,84.05,186.05,168.1,1
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.0,740.0,700.0,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,20.2,1
